name,review_count,rating,price,category,city,state,zip_code,delivery,pickup,restaurant reservation,vagen_options,street parking,wheelchair accessible,free wi-fi,accepts credit card,accepts apple pay,accepts android pay,outdoor seating,casual dress,good for kids,bike parking,tv,waiter service,full bar,dogs allowed
El Rey De Las Fritas,400,4,1,cuban,Miami,FL,33135,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0
Chill-N Nitrogen Ice Cream - Pinecrest,317,4.5,2,icecream,Miami,FL,33156,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0
Ariete,507,4,2,newamerican,Miami,FL,33133,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1
Pasion Del Cielo Coffee,375,4.5,2,coffee,Miami,FL,33156,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
Taquerias El Mexicano,672,4,2,mexican,Miami,FL,33130,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0
J Wakefield Brewing,382,4.5,2,breweries,Miami,FL,33127,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1
Palat Miami,234,4.5,2,italian,Miami,FL,33137,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1
Bunnie Cakes,446,4,1,vegan,Miami,FL,33166,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1
El Carajo International Tapas & Wines,531,4,2,spanish,Miami,FL,33145,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0
Edge Steak & Bar,430,4,3,steak,Miami,FL,33131,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0
LOCAL PIE,348,4.5,2,pizza,Miami,FL,33176,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1
La Patagonia Argentina,377,4,2,latin,Miami,FL,33126,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
Lemoni Cafe,475,4,2,breakfast_brunch,Miami,FL,33137,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0
Barmeli 69,287,4.5,2,wine_bars,Miami,FL,33138,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0
The Butcher Shop,1099,3.5,2,butcher,Miami,FL,33127,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Aladdin Market & Grill,153,5,1,mediterranean,Miami,FL,33183,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
Pinocchio On The Bay,247,4.5,1,salad,Miami,FL,33132,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1
Aguacate Sanctuary of Love,208,4.5,2,juicebars,Miami,FL,33175,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1
La Sandwicherie Brickell,631,4,1,sandwiches,Miami,FL,33130,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
Bonding,526,4,2,sushi,Miami,FL,33130,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1
Delirio FreshCo,396,4,2,salad,Miami,FL,33172,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0
La Carreta Restaurant,562,4,2,cuban,Miami,FL,33125,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Texas Roadhouse,484,4,2,steak,Miami,FL,33174,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0
Arbetter's Hot Dogs,359,4,1,hotdog,Miami,FL,33165,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1
Jar + Fork,300,4.5,2,juicebars,Miami,FL,33131,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1
Zuuk Mediterranean Kitchen,427,4,2,mediterranean,Miami,FL,33130,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1
dbakers Sweet Studio,182,4.5,2,bakeries,Miami,FL,33137,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
Café Bastille,629,4,2,french,Miami,FL,33131,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0
American Social,1086,3.5,2,newamerican,Miami,FL,33130,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1
Corona Beach House,554,4,2,tradamerican,Miami,FL,33166,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
Dr Limon Ceviche Bar,363,4,2,seafood,Miami,FL,33174,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0
Graziano's in Bird Rd,379,4,2,steak,Miami,FL,33165,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
Bangkok City Thai & Seafood Restaurant,298,4,2,thai,Miami,FL,33155,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0
Lan Pan Asian Cafe,451,4,2,panasian,Miami,FL,33143,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0
Tropical Chinese Restaurant,799,3.5,2,dimsum,Miami,FL,33155,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0
Bakan,567,4,2,mexican,Miami,FL,33127,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1
Blackbird Ordinary,620,4,2,cocktailbars,Miami,FL,33130,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0
Charly's Vegan Tacos,276,4.5,2,mexican,Miami,FL,33127,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1
Jardim de Portugal,218,4.5,2,portuguese,Miami,FL,33133,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0
My Ceviche,505,4,2,seafood,Miami,FL,33130,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1
Harry's Pizzeria - Design District,586,4,2,pizza,Miami,FL,33127,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0
Atlantis Cafe,143,5,1,coffee,Miami,FL,33128,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0
Hometown Bar-B-Que,392,4,2,bbq,Miami,FL,33142,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0
Love Life Cafe,379,4,2,gluten_free,Miami,FL,33127,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1
Happy Wine in the Grove,281,4.5,2,tapas,Miami,FL,33133,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0
Xixón Spanish Restaurant,478,4,2,spanish,Miami,FL,33145,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0
Amor di Pasta - Blue Lagoon,277,4.5,2,italian,Miami,FL,33126,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
Pinch Kitchen,425,4,2,newamerican,Miami,FL,33138,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0
Latin House Grill,1058,3.5,2,latin,Miami,FL,33183,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0
La Placita Taco Grill,174,4.5,2,tacos,Miami,FL,33155,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1
Kraken Crudo,236,4.5,2,japanese,Miami,FL,33137,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
Sparky's Roadside Barbecue,705,4,2,bbq,Miami,FL,33132,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0
Sushi Cafe & Shilla Korean BBQ,524,4,2,japanese,Miami,FL,33126,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0
Raw South Juice,202,4.5,2,juicebars,Miami,FL,33156,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
Il Gabbiano,656,4,3,italian,Miami,FL,33131,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
La Carreta,707,3.5,2,cuban,Miami,FL,33135,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0
Soya & Pomodoro,361,4,2,italian,Miami,FL,33132,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0
Morelia Ice Cream Paletas - Wynwood,182,4.5,1,icecream,Miami,FL,33127,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1
Smart Bites,186,4.5,2,vegetarian,Miami,FL,33127,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1
Fritanga Cana Brava,201,4.5,1,latin,Miami,FL,33125,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
La Rosa Restaurant,380,4,2,cuban,Miami,FL,33126,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0
Bocas Grill Kendall,618,4,2,latin,Miami,FL,33186,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0
Berries In the Grove,743,3.5,2,newamerican,Miami,FL,33133,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
MIAM Cafe,363,4,2,sandwiches,Miami,FL,33127,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1
Breadman Miami,168,4.5,1,bakeries,Miami,FL,33144,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0
Jamrock Cuisine,157,5,1,caribbean,Miami,FL,33186,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0
Novikov Miami,362,4,3,japanese,Miami,FL,33131,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
R House Wynwood,740,4,2,latin,Miami,FL,33127,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1
Santo Dulce,170,4.5,1,desserts,Miami,FL,33137,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1
Roasters' n Toasters,475,4,2,bagels,Miami,FL,33156,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
Barsecco,731,4,2,italian,Miami,FL,33130,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0
Madrono Restaurant,283,4,2,latin,Miami,FL,33174,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
Uchi,109,5,2,japanese,Miami,FL,33127,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0
Fleming's Prime Steakhouse & Wine Bar,238,4.5,3,steak,Miami,FL,33131,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0
Killian Cafe & Grill,494,4,2,breakfast_brunch,Miami,FL,33186,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1
Crazy Poke,232,4.5,2,poke,Miami,FL,33127,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1
Jamaica Kitchen,251,4.5,2,caribbean,Miami,FL,33173,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
Steak Brasil Churrascaria,396,4,2,brazilian,Miami,FL,33131,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0
Ten Fruits,254,4.5,2,juicebars,Miami,FL,33132,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0
Wall's Old Fashioned Ice Cream,221,4.5,1,icecream,Miami,FL,33143,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
Ichimi MIA,175,4.5,2,japanese,Miami,FL,33127,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0
Fireman Derek’s Bake Shop,165,4.5,2,desserts,Miami,FL,33133,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Magic City Pizza,235,4.5,1,chicken_wings,Miami,FL,33155,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0
Asian Thai Kitchen 2,266,4,2,thai,Miami,FL,33135,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
El Taquito,287,4,1,mexican,Miami,FL,33133,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Norman Brothers Produce,230,4.5,2,markets,Miami,FL,33173,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0
Fierro Argentine Grill,84,5,2,argentine,Miami,FL,33155,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
PDQ Miami,257,4,1,sandwiches,Miami,FL,33174,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0
Empire Social Lounge Brickell,132,4.5,2,tobaccoshops,Miami,FL,33130,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0
Gramps,363,4,2,bars,Miami,FL,33127,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1
Pubbelly Sushi Brickell City Centre,534,4,2,sushi,Miami,FL,33131,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0
Ironside Pizza,430,4,2,pizza,Miami,FL,33138,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1
Ono Poké Shop,214,4.5,2,japanese,Miami,FL,33127,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
Plate,214,4.5,1,sandwiches,Miami,FL,33145,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1
The Wharf Miami,560,4,2,musicvenues,Miami,FL,33130,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1
El Pollo Inka,340,4,2,latin,Miami,FL,33166,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0
Café Croissant,173,4.5,1,cafes,Miami,FL,33145,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Hi Pot,170,4.5,2,taiwanese,Miami,FL,33165,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
Salsa Fiesta,510,4,2,mexican,Miami,FL,33137,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0
Eternity Coffee Roasters,230,4.5,2,coffee,Miami,FL,33131,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0
Lock and Load Miami Machine Gun Experience & Range,152,4.5,2,gun_ranges,Miami,FL,33127,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
El Chalan Restaurant,350,4,2,latin,Miami,FL,33155,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0
Bocas Grill Brickell,321,4,2,latin,Miami,FL,33129,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
Plant Miami,246,4.5,3,vegan,Miami,FL,33137,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1
Atchana's Homegrown Thai,216,4.5,2,thai,Miami,FL,33133,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1
Salumeria 104,386,4,2,italian,Miami,FL,33137,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0
SHOTS,448,4,2,bars,Miami,FL,33127,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
Alter,365,4,3,newamerican,Miami,FL,33127,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0
SuViche - Brickell,472,4,2,sushi,Miami,FL,33130,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1
Wabi Sabi - Miami,124,5,2,sushi,Miami,FL,33138,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0
Nikko By Sunshine,322,4,2,asianfusion,Miami,FL,33131,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
Tacology,1124,3.5,2,mexican,Miami,FL,33131,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
Mofongo,372,4,2,puertorican,Miami,FL,33135,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0
Minty Z,100,5,2,dimsum,Miami,FL,33133,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1
Amor Di Pasta,245,4.5,2,pizza,Miami,FL,33137,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1
Jaguar Sun,124,4.5,2,cocktailbars,Miami,FL,33132,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1
The Spotted Gallo,114,4.5,2,nicaraguan,Miami,FL,33174,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0
Shiraz Bistro & Market,162,4.5,2,persian,Miami,FL,33156,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0
Garcia's Seafood Grille & Fish Market,1038,3.5,2,seafood,Miami,FL,33128,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0
El Cristo Restaurant,476,4,2,cuban,Miami,FL,33135,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1
Subs 88,161,4.5,1,sandwiches,Miami,FL,33176,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
Motek Cafe,95,5,2,cafes,Miami,FL,33132,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0
Area 31,758,3.5,3,seafood,Miami,FL,33131,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0
Maria's Greek Restaurant,277,4,2,greek,Miami,FL,33145,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
Arcade Odyssey,164,4.5,1,arcades,Miami,FL,33186,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0
Coppola's Ristorante Italiano,168,4.5,2,italian,Miami,FL,33173,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
Madrid Tapas Y Vinos,259,4,2,spanish,Miami,FL,33126,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
Siam Bistro,241,4.5,2,thai,Miami,FL,33183,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
Jealous Fork,103,5,2,foodtrucks,Miami,FL,33173,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
Cafe Versailles,322,4,1,cuban,Miami,FL,33135,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
Amara at Paraiso,534,4,3,latin,Miami,FL,33137,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1
Fuchai,251,4.5,2,korean,Miami,FL,33137,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0
Bar Nancy,168,4.5,2,cocktailbars,Miami,FL,33135,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0
The Crazy Toston,297,4,1,hotdogs,Miami,FL,33186,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0
Giovanni's Ristorante,121,4.5,2,italian,Miami,FL,33144,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0
Moshi Moshi - MiMo,574,4,2,sushi,Miami,FL,33138,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0
Vicky's House,219,4,2,desserts,Miami,FL,33133,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0
Bolay,103,5,2,newamerican,Miami,FL,33156,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Enriqueta's Sandwich Shop,373,4,1,sandwiches,Miami,FL,33137,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
Siam Palace,360,4,2,thai,Miami,FL,33173,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0
Mr Baguette,106,4.5,1,juicebars,Miami,FL,33166,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0
Doggi's Arepa Bar,518,4,2,venezuelan,Miami,FL,33138,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0
Hungry Bear Sub Shop,304,4,1,sandwiches,Miami,FL,33176,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0
The Sushi Bar,197,4.5,2,sushi,Miami,FL,33173,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0
The Last Carrot,276,4,2,vegetarian,Miami,FL,33133,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Juanchi's Burger,379,4,2,burgers,Miami,FL,33145,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1
Old Lisbon Restaurants - Coral Way,259,4,3,portuguese,Miami,FL,33145,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0
Nothing Bundt Cakes,131,4.5,2,bakeries,Miami,FL,33186,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Original Daily Bread Marketplace,317,4,1,mideastern,Miami,FL,33133,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0
Red Rooster Overtown,244,4.5,2,southern,Miami,FL,33136,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0
Naomi's Garden Restaurant & Lounge,261,4.5,1,haitian,Miami,FL,33150,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
Coyo Taco,473,4,2,mexican,Miami,FL,33130,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1
El Donkey Mexican Grill,259,4,2,mexican,Miami,FL,33173,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0
Pummarola - Midtown,200,4.5,2,pizza,Miami,FL,33127,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
Texas de Brazil,376,4,3,steak,Miami,FL,33172,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0
Suite Habana Cafe,87,5,2,coffee,Miami,FL,33127,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1
Lulu's Nitrogen Ice Cream,305,4,2,icecream,Miami,FL,33137,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1
Vice City Bean,176,4.5,2,coffee,Miami,FL,33136,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
Pamela's Restaurant Chileno,192,4,2,delis,Miami,FL,33155,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
Tap 42 - Midtown Miami,510,4,2,gastropubs,Miami,FL,33137,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1
CHICA Miami,363,4,2,latin,Miami,FL,33137,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1
Farinelli 1937,251,4,2,pizza,Miami,FL,33133,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Strada in the Grove,300,4,2,italian,Miami,FL,33133,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0
Hole In The Wall,397,4,2,tradamerican,Miami,FL,33186,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0
Don Burrito,293,4,2,mexican,Miami,FL,33173,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0
Sherwoods Bistro & Bar,280,4,2,bars,Miami,FL,33138,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0
Luke's Lobster - Brickell City Center,242,4,2,seafood,Miami,FL,33130,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
First Watch,280,4,2,breakfast_brunch,Miami,FL,33125,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0
Momosan Wynwood,95,5,2,noodles,Miami,FL,33127,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIA Market,222,4,2,newamerican,Miami,FL,33137,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1
Spanglish,128,4.5,2,latin,Miami,FL,33127,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0
Rincon Argentino,228,4,2,steak,Miami,FL,33145,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1
Lil Greenhouse Grill,142,4.5,2,cafes,Miami,FL,33136,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0
Asian Thai Kitchen,201,4,2,thai,Miami,FL,33133,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0
Off The Grille Kendall,360,4,2,latin,Miami,FL,33186,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1
La Piazzetta,110,4.5,2,pizza,Miami,FL,33137,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
Boia De,94,5,2,italian,Miami,FL,33137,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0
Mac & Chess,194,4.5,2,newamerican,Miami,FL,33184,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
Shokudo Miami,350,4,2,sushi,Miami,FL,33137,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0
Casa Tua Cucina,476,4,2,italian,Miami,FL,33130,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0
Casola's Pizzeria & Sub Shop,735,3.5,1,pizza,Miami,FL,33145,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Miami Mojito Company,245,4,2,lounges,Miami,FL,33127,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1
Bocas Grill El Original,420,3.5,2,latin,Miami,FL,33122,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0
Aubi & Ramsa,112,4.5,2,icecream,Miami,FL,33137,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
The Habit Burger Grill,275,4,1,tradamerican,Miami,FL,33174,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0
OMAKAI sushi,138,4.5,2,sushi,Miami,FL,33127,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
Toscana Divino,323,4,3,italian,Miami,FL,33130,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0
Punjab Indian Cafe,140,4.5,2,indpak,Miami,FL,33144,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0
Mamey - Miami,159,4.5,2,cocktailbars,Miami,FL,33146,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
Sovereign,86,5,2,bubbletea,Miami,FL,33132,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1
Via Verdi Miami,292,4,2,italian,Miami,FL,33138,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Jimmy's Eastside Diner,392,4,2,diners,Miami,FL,33138,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
Blue Elephant,119,4.5,2,sushi,Miami,FL,33155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buena Vista Deli,422,4,2,delis,Miami,FL,33137,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1
Piola - Brickell,437,4,2,pizza,Miami,FL,33130,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1
Sushi 2 Mee,307,4,2,sushi,Miami,FL,33175,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0
Saffron at Grove,114,4.5,2,indpak,Miami,FL,33133,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1
Dogma Grill,392,4,1,hotdog,Miami,FL,33138,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1
Sabor a Perú,633,3.5,2,peruvian,Miami,FL,33137,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0
Stanzione 87,295,4,2,italian,Miami,FL,33130,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0
Phuc Yea,563,3.5,2,vietnamese,Miami,FL,33138,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
PM Fish & Steak House,445,4,3,argentine,Miami,FL,33133,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0
El Manchego Restaurant,133,4.5,2,spanish,Miami,FL,33165,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
Sports Grill Bird Road,271,4,2,sportsbars,Miami,FL,33165,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1
